,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,The Charterhouse Causeway Bay,Wan Chai,1250,
1,CM+ Hotels and Serviced Apartments,Central & Western,1251,
2,"Tower 10, The Visionary",Islands,1252,
3,"Tower 2, The Waterfront",Yau Tsim Mong,1254,
4,"Block B, Hung Yu Mansion",Sham Shui Po,1263,
5,86 Wing Kwong Street,Kowloon City,1263,
6,"Yuk Shek House, Ping Shek Estate",Kwun Tong,1269,
7,Grand Austin Block 2,Yau Tsim Mong,1276,
8,The Royal Oaks,North,1276,
9,Fook Cheung Building,Yau Tsim Mong,1283,
10,Dorsett Tsuen Wan,Kwai Tsing,9 cases notified by the Mainland authority,
11,"Lai Tat House, On Tat Estate",Kwun Tong,1289,
12,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1291,
13,"Tak Wo House, Wo Che Estate",Sha Tin,1292,
14,"Mei Wo House, Wo Che Estate",Sha Tin,1293,
15,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1294,
16,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1295,
17,Siu Lung Court,Tuen Mun,1296,
18,"Cherry Mansion, 39A Oak Street",Yau Tsim Mong,1297,
19,Block 3 Hampton Place,Yau Tsim Mong,1297,
20,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1298,
21,Dorsett Tsuen Wan,Kwai Tsing,1299,
22,Dorsett Tsuen Wan,Kwai Tsing,1300,
23,"Lai Yuen House, Chuk Yuen South Estate",Wong Tai Sin,1301,
24,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1302,
25,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1304,
26,"Yuk Shek House, Ping Shek Estate",Kwun Tong,1305,
27,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1306,
28,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1307,
29,Dorsett Tsuen Wan,Kwai Tsing,1309,
30,5 Tsz Wah Lane,Wong Tai Sin,1310,
31,Manning Theatre Building,Wong Tai Sin,1311,
32,"Block A, Gomme House",Wong Tai Sin,1312,
33,"Block 1, Bayview Garden",Tsuen Wan,1313,
34,"Hoi Wen House , Hoi Fu Court",Yau Tsim Mong,1314,
35,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1315,
36,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1316,
37,"Block 10, Kwai Shing West Estate",Kwai Tsing,1317,
38,"Tower 3, Leighton Hill",Wan Chai,1319,
39,Panda Hotel,Tsuen Wan,1320,
40,"Choi Foon House, Choi Fook Estate",Kwun Tong,1321,
41,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1322,
42,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1323,
43,"Kwai Hei House, Kwai Fong Estate",Kwai Tsing,1324,
44,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1325,
45,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1326,
46,"On Chung House, Shun On Estate",Kwun Tong,1329,
47,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1331,
48,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1332,
49,"La Rossa A, Coastal Skyline",Islands,1333,
50,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1334,
51,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1335,
52,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1336,
53,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1337,
54,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1338,
55,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1339,
56,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1340,
57,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1341,
58,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1342,
59,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1343,
60,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1344,
61,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1345,
62,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1346,
63,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1347,
64,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1348,
65,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1349,
66,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1350,
67,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1351,
68,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1352,
69,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1353,
70,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1354,
71,"Shin Chi House,Shin Ming Estate",Sai Kung,1356,
72,"Ching Fai House, Tsz Ching Estate",Wong Tai Sin,1357,
73,"Ching Fai House, Tsz Ching Estate",Wong Tai Sin,1358,
74,"Ching Fai House, Tsz Ching Estate",Wong Tai Sin,1359,
75,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1360,
76,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1361,
77,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1362,
78,"Hoi Wen House , Hoi Fu Court",Yau Tsim Mong,1364,
79,"On Hong House, Tsz On Court",Wong Tai Sin,1365,
80,"Wing Loong Building, 260-266 Castle Peak Road",Sham Shui Po,1366,
81,"Lucky House, To Kwa Wan",Kowloon City,1368,
82,"Choi Wah House, Choi Fai Estate, Ngau Chi Wan",Wong Tai Sin,1371,
83,"Mei Wo House, Wo Che Estate",Sha Tin,1372,
84,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1374,
85,"Tower 7, The Wings Phase 1",Sai Kung,1375,
86,"Hau Tat House, On Tat Estate",Kwun Tong,1376,
87,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1377,
88,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1378,
89,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1379,
90,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1380,
91,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1381,
92,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1382,
93,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1383,
94,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1384,
95,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1385,
96,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1386,
97,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1387,
98,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1388,
99,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1389,
100,"Wings At Sea, LOHAS Park",Sai Kung,1390,
101,"King Mei House, Shan King Estate",Tuen Mun,1391,
102,Panda Hotel,Tsuen Wan,1392,
103,"On Hong House, Tsz On Court",Wong Tai Sin,1393,
104,"Block 1, Bay View Garden",Wong Tai Sin,1394,
105,"G/F, No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1395,
106,"Lei Ye House, Lei Yue Mun Estate, Yau Tong",Kwun Tong,1396,
107,"Sing San House, Choi Wan Estate",Wong Tai Sin,1397,
108,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1398,
109,"Lucky House, To Kwa Wan",Kowloon City,1400,
110,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1401,
111,"King Mei House, Shan King Estate",Tuen Mun,1402,
112,"Ming Sing House, Kin Ming Estate",Sai Kung,1404,
113,Manning Theatre Building,Wong Tai Sin,1407,
114,"Block A, Gomme House",Wong Tai Sin,1408,
115,"Tak Wo House, Wo Che Estate",Sha Tin,1409,
116,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,1410,
117,"Hung Shek House, Ping Shek Estate",Kwun Tong,1414,
118,"Wah Yuen House, Chuk Yuen South Estate",Wong Tai Sin,1415,
119,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1416,
120,Sheraton Hotel Hong Kong,Yau Tsim Mong,1419,
121,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1424,
122,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1425,
123,"Ling Nam Building, Cheung Ning Street",Kowloon City,1426,
124,"Block 7, Lung Mun Oasis",Tuen Mun,1427,
125,Orion Court,Yuen Long,1428,
126,"Tower 3, The Wings Phase 1",Sai Kung,1429,
127,Manning Theatre Building,Wong Tai Sin,1430,
128,"Block 10, Locwood Court, Kingswood Villas",Yuen Long,1431,
129,"Wu Kwong House, Wu King Estate",Tuen Mun,1432,
130,"Tower 8, Tsueng Kwan O Plaza",Sai Kung,1433,
131,183 Tai Nam Street,Sham Shui Po,1434,
132,"Cheong Yin House, Nam Cheong Estate",Sham Shui Po,1435,
133,"Luen Yuet House, Kwai Luen Estate",Kwai Tsing,1436,
134,"Tower 8, Tseung Kwan O Plaza",Sai Kung,1437,
135,Tong Kung Leng,North,1438,
136,"Block A, Wang Hong House, Hong Wah Court",Kwun Tong,1439,
137,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,1440,
138,"Block 2, Po Tin Interim Housing",Tuen Mun,1442,
139,"Po Kan House, Po Lam Estate",Sai Kung,1443,
140,"Ching On House, Tsz Ching Estate",Wong Tai Sin,1444,
141,"Ching On House, Tsz Ching Estate",Wong Tai Sin,1445,
142,"Block 1, Bayview Garden",Tsuen Wan,1446,
143,"Block 15, Braemar Hill Mansions",Eastern,1447,
144,"Tower 3, the Leighton Hill",Wan Chai,1448,
145,"Tan Fung House, Choi Hung Estate",Wong Tai Sin,1449,
146,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1450,
147,"Block 1, Serenity Place",Sai Kung,1453,
148,"Lok King House, Lai King Estate",Kwai Tsing,1454,
149,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1455,
150,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1456,
151,"Tak Sui House, Tak Long Estate",Kowloon City,1457,
152,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1458,
153,"On Chung House, Shun On Estate",Kwun Tong,1463,
154,"Yu Kui House, Yu Chui Court",Sha Tin,1464,
