,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,Novotel Citygate Hong Kong,5352,
1,Yuen Long,Shui Lau Tin Tsuen,5354,
2,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,5356,
3,Islands,Regal Airport Hotel,5361,
4,Kowloon City,O'Hotel,5362,
5,Tai Po,"Kwong Ping House, Kwong Fuk Estate",5365,
6,Kowloon City,Paris Garden,5367,
7,Kowloon City,Paris Garden,5371,
8,Islands,"Crestmont Villa, Discovery Bay",5372,
9,Yuen Long,Green Villa,5373,
10,Tai Po,"Hing Wo House, Po Nga Court",5375,
11,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,5376,
12,Islands,"Tower 3, The Visionary",5377,
13,Yau Tsim Mong,"Kowloon Shangri-La, Hong Kong",5379,
14,Islands,Hong Kong Skycity Marriott Hotel,5380,
15,Kwai Tsing,"Block 9, Kwai Shing West Estate",5391,
16,Islands,Hong Kong Skycity Marriott Hotel,5393,
17,Islands,Headland Hotel,5396,
18,Tuen Mun,Ming Wai Building,5398,
19,Tsuen Wan,"Tower 7, Parc City",5399,
20,Kowloon City,"Tower 1, The Metropolis Residence",5405,
21,Yau Tsim Mong,The Kimberley Hotel,5408,
22,Sham Shui Po,"Hoi Fai House, Hoi Lai Estate",5409,
23,Yuen Long,Pok Wai Tsuen,5417,
24,Sha Tin,"Block 6, Jubilee Garden",5418,
25,Central & Western,Tsui King Court,5419,
26,North,On Shing Court,5420,
27,Central & Western,One Eight One Hotel & Serviced Residences,5421,
28,Islands,Hong Kong SkyCity Marriott Hotel,5425,
29,Wan Chai,Crowne Plaza Hong Kong Causeway Bay,5426,
30,Tsuen Wan,"Block 8, Hong Kong Garden",5427,
31,Wan Chai,Renaissance Harbour View Hotel,5429,
32,Tai Po,"Block 18, Phase 5, Tai Po Centre",5432,
33,Yau Tsim Mong,Tak Fung Building,5433,
34,Eastern,"Tai Woo Mansion, Taikoo Shing",5435,
35,Sham Shui Po,"Hoi Fai House, Hoi Lai Estate",5436,
36,Yau Tsim Mong,Best Western Plus Hotel Kowloon,5437,
37,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5439,
38,Tai Po,"Kwong Yan House, Kwong Fuk Estate",5440,
39,Sha Tin,"Shing Wai House, Sun Tin Wai Estate",5446,
40,Southern,"Tower 9, Larvotto",5451,
